"expr","time","inits"
"Sparse_1",10070492160,40
"Sparse_1",14667039798,45
"Sparse_1",14770316051,45
"Sparse_1",15013097592,45
"Sparse_1",14764255144,45
"Sparse_1",14732581373,45
"Sparse_1",14645690278,45
"Sparse_1",14710517797,45
"Sparse_1",14744632954,45
"Sparse_1",14740752263,45
"Sparse_1",14694831156,45
"Sparse_1",16941870309,50
"Sparse_1",17101447639,50
"Sparse_1",17012649388,50
"Sparse_1",17046751179,50
"Sparse_1",17058791608,50
"Sparse_1",17059087300,50
"Sparse_1",17022379631,50
"Sparse_1",17035424970,50
"Sparse_1",17098435000,50
"Sparse_1",17020549268,50
"Stringy_0",9290389465,5
"Stringy_0",9358932117,5
"Stringy_0",9405741284,5
"Stringy_0",9349788912,5
"Stringy_0",9415015402,5
"Stringy_0",9386626059,5
"Stringy_0",9352605202,5
"Stringy_0",9451445870,5
"Stringy_0",9318923251,5
"Stringy_0",9472352098,5
"Stringy_0",10697617869,10
"Stringy_0",10725121612,10
"Stringy_0",10735551315,10
"Stringy_0",10752053241,10
"Stringy_0",10730042350,10
"Stringy_0",10740648968,10
"Stringy_0",10740324822,10
"Stringy_0",10758556907,10
"Stringy_0",10739750986,10
"Stringy_0",10698002818,10
"Stringy_0",9991475935,15
"Stringy_0",10130991801,15
"Stringy_0",10053060846,15
"Stringy_0",10069405742,15
"Stringy_0",10147676218,15
"Stringy_0",10043577792,15
"Stringy_0",10062994449,15
"Stringy_0",10135483105,15
"Stringy_0",10043067383,15
"Stringy_0",10071483335,15
"Stringy_0",9269738011,20
"Stringy_0",9352973177,20
"Stringy_0",9322211246,20
"Stringy_0",9411007283,20
"Stringy_0",9301108833,20
"Stringy_0",9363605912,20
"Stringy_0",9324804824,20
"Stringy_0",9333115442,20
"Stringy_0",9340842917,20
"Stringy_0",9302799304,20
"Stringy_0",11487269833,25
"Stringy_0",11587630617,25
"Stringy_0",11613029789,25
"Stringy_0",11579722414,25
"Stringy_0",11540469383,25
"Stringy_0",11547034754,25
"Stringy_0",11569649616,25
"Stringy_0",11568322733,25
"Stringy_0",11551930441,25
"Stringy_0",11595382569,25
"Stringy_0",13834119550,30
"Stringy_0",13878211934,30
"Stringy_0",13896242791,30
"Stringy_0",13877582010,30
"Stringy_0",13895111560,30
"Stringy_0",13905374352,30
"Stringy_0",13916890145,30
"Stringy_0",13891780474,30
"Stringy_0",13871397816,30
"Stringy_0",13886068887,30
"Stringy_0",6238052748,35
"Stringy_0",6365916414,35
"Stringy_0",6294858248,35
"Stringy_0",6432783437,35
"Stringy_0",6296204319,35
"Stringy_0",6334585936,35
"Stringy_0",6357405183,35
"Stringy_0",6312189317,35
"Stringy_0",6386580250,35
"Stringy_0",6298937379,35
"Stringy_0",8515603117,40
"Stringy_0",8625501198,40
"Stringy_0",8598654808,40
"Stringy_0",8596863846,40
"Stringy_0",8596554419,40
"Stringy_0",8585792780,40
"Stringy_0",8583285302,40
"Stringy_0",8587020853,40
"Stringy_0",8611856193,40
"Stringy_0",8610857515,40
"Stringy_0",9535196816,45
"Stringy_0",9628415154,45
"Stringy_0",9611506180,45
"Stringy_0",9600255698,45
"Stringy_0",9627972887,45
"Stringy_0",9650721040,45
"Stringy_0",9573396229,45
"Stringy_0",9609196855,45
"Stringy_0",9627271254,45
"Stringy_0",9628358205,45
"Stringy_0",10996089546,50
"Stringy_0",11093138719,50
"Stringy_0",11034341931,50
"Stringy_0",11124555953,50
"Stringy_0",11020235430,50
"Stringy_0",11150211662,50
"Stringy_0",11015539208,50
"Stringy_0",11245574833,50
"Stringy_0",11025479289,50
"Stringy_0",11110415258,50
"Stringy_0.5",8053053704,5
"Stringy_0.5",8076202509,5
"Stringy_0.5",8079044055,5
"Stringy_0.5",8081807824,5
"Stringy_0.5",8102917863,5
"Stringy_0.5",8110204793,5
"Stringy_0.5",8109092955,5
"Stringy_0.5",8059582995,5
"Stringy_0.5",8080018707,5
"Stringy_0.5",8076736903,5
"Stringy_0.5",8491269330,10
"Stringy_0.5",8593959201,10
"Stringy_0.5",8592201121,10
"Stringy_0.5",8579111379,10
"Stringy_0.5",8580001161,10
"Stringy_0.5",8590944389,10
"Stringy_0.5",8596564874,10
"Stringy_0.5",8542116833,10
"Stringy_0.5",8594792362,10
"Stringy_0.5",8591348567,10
"Stringy_0.5",7643069612,15
"Stringy_0.5",7675861084,15
"Stringy_0.5",7683779783,15
"Stringy_0.5",7693723677,15
"Stringy_0.5",7684678790,15
"Stringy_0.5",7755344873,15
"Stringy_0.5",7688303108,15
"Stringy_0.5",7723861957,15
"Stringy_0.5",7720797781,15
"Stringy_0.5",7699050274,15
"Stringy_0.5",6445628737,20
"Stringy_0.5",6558971023,20
"Stringy_0.5",6501893406,20
"Stringy_0.5",6525315025,20
"Stringy_0.5",6592938662,20
"Stringy_0.5",6564127511,20
"Stringy_0.5",6537907068,20
"Stringy_0.5",6585992647,20
"Stringy_0.5",6537777754,20
"Stringy_0.5",6529461437,20
"Stringy_0.5",8064881917,25
"Stringy_0.5",8140409944,25
"Stringy_0.5",8143666656,25
"Stringy_0.5",8144353693,25
"Stringy_0.5",8155385440,25
"Stringy_0.5",8147099832,25
"Stringy_0.5",8166147284,25
"Stringy_0.5",8138946408,25
"Stringy_0.5",8142648134,25
"Stringy_0.5",8152380099,25
"Stringy_0.5",11195102972,30
"Stringy_0.5",11423585312,30
"Stringy_0.5",11280603101,30
"Stringy_0.5",11311660970,30
"Stringy_0.5",11253860646,30
"Stringy_0.5",11355537899,30
"Stringy_0.5",11438021822,30
"Stringy_0.5",11321466571,30
"Stringy_0.5",11327826491,30
"Stringy_0.5",11273543885,30
"Stringy_0.5",5875949686,35
"Stringy_0.5",5954515116,35
"Stringy_0.5",5954773908,35
"Stringy_0.5",5953806226,35
"Stringy_0.5",5948764989,35
"Stringy_0.5",5946451851,35
"Stringy_0.5",5981549901,35
"Stringy_0.5",5940368681,35
"Stringy_0.5",5952853755,35
"Stringy_0.5",5938870992,35
"Stringy_0.5",6583281973,40
"Stringy_0.5",6680694160,40
"Stringy_0.5",6644256968,40
"Stringy_0.5",6801022190,40
"Stringy_0.5",6651980015,40
"Stringy_0.5",6698185293,40
"Stringy_0.5",6694808287,40
"Stringy_0.5",6687117671,40
"Stringy_0.5",6710245853,40
"Stringy_0.5",6633032480,40
"Stringy_0.5",7584408493,45
"Stringy_0.5",7703504555,45
"Stringy_0.5",7732054290,45
"Stringy_0.5",7656203839,45
"Stringy_0.5",7680732130,45
"Stringy_0.5",7713298389,45
"Stringy_0.5",7713652465,45
"Stringy_0.5",7673865819,45
"Stringy_0.5",7651338656,45
"Stringy_0.5",7694858885,45
"Stringy_0.5",8761501724,50
"Stringy_0.5",8861049683,50
"Stringy_0.5",8941960723,50
"Stringy_0.5",8908675283,50
"Stringy_0.5",8896790859,50
"Stringy_0.5",8921959037,50
"Stringy_0.5",8927240247,50
"Stringy_0.5",8891941420,50
"Stringy_0.5",8908908491,50
"Stringy_0.5",8897490073,50
"Stringy_1",2797553082,5
"Stringy_1",2779573844,5
"Stringy_1",2850454726,5
"Stringy_1",2873806768,5
"Stringy_1",2776074781,5
"Stringy_1",2813264938,5
"Stringy_1",2892542169,5
"Stringy_1",2799628707,5
"Stringy_1",2807816079,5
"Stringy_1",2853319068,5
"Stringy_1",4582536462,10
"Stringy_1",4622656971,10
"Stringy_1",4627580538,10
"Stringy_1",4645580850,10
"Stringy_1",4628279383,10
"Stringy_1",4631637898,10
"Stringy_1",4572718028,10
"Stringy_1",4698488931,10
"Stringy_1",4699304257,10
"Stringy_1",4640942561,10
"Stringy_1",4738771841,15
"Stringy_1",4812704394,15
"Stringy_1",4770647414,15
"Stringy_1",4815737861,15
"Stringy_1",4807468120,15
"Stringy_1",4801588228,15
"Stringy_1",4762690954,15
"Stringy_1",4847469278,15
"Stringy_1",4831906498,15
"Stringy_1",4827733354,15
"Stringy_1",3345781138,20
"Stringy_1",3365039904,20
"Stringy_1",3377696153,20
"Stringy_1",3393388042,20
"Stringy_1",3392369971,20
"Stringy_1",3419381591,20
"Stringy_1",3403261457,20
"Stringy_1",3390564782,20
"Stringy_1",3385031504,20
"Stringy_1",3378987735,20
"Stringy_1",6971011798,25
"Stringy_1",7112866632,25
"Stringy_1",7033692352,25
"Stringy_1",7061930036,25
"Stringy_1",7075999801,25
"Stringy_1",7073342468,25
"Stringy_1",7082715560,25
"Stringy_1",7068601966,25
"Stringy_1",7132881725,25
"Stringy_1",7033862789,25
"Stringy_1",9418443289,30
"Stringy_1",9481912806,30
"Stringy_1",9436344135,30
"Stringy_1",9447740413,30
"Stringy_1",9436530480,30
"Stringy_1",9449537238,30
"Stringy_1",9467423242,30
"Stringy_1",9469801078,30
"Stringy_1",9449183777,30
"Stringy_1",9439183549,30
"Stringy_1",4290420687,35
"Stringy_1",4367825489,35
"Stringy_1",4370275034,35
"Stringy_1",4366164743,35
"Stringy_1",4403196599,35
"Stringy_1",4365568972,35
"Stringy_1",4379365841,35
"Stringy_1",4384922858,35
"Stringy_1",4341031005,35
"Stringy_1",4360250985,35
"Stringy_1",4359662430,40
"Stringy_1",4438340651,40
"Stringy_1",4440586754,40
"Stringy_1",4506349770,40
"Stringy_1",4443724238,40
"Stringy_1",4445461859,40
"Stringy_1",4433036973,40
"Stringy_1",4441106511,40
"Stringy_1",4442935931,40
"Stringy_1",4568228487,40
"Stringy_1",5994576257,45
"Stringy_1",5763662330,45
"Stringy_1",5813035555,45
"Stringy_1",5700295272,45
"Stringy_1",5768137521,45
"Stringy_1",5796464175,45
"Stringy_1",5720466124,45
"Stringy_1",5769528774,45
"Stringy_1",5778621836,45
"Stringy_1",5716048538,45
"Stringy_1",6294251202,50
"Stringy_1",6364717205,50
"Stringy_1",6375032436,50
"Stringy_1",6390131875,50
"Stringy_1",6353994516,50
"Stringy_1",6416859324,50
"Stringy_1",6331025127,50
"Stringy_1",6488493868,50
"Stringy_1",6431225806,50
"Stringy_1",6701639420,50
"Convex_0",4616471711,5
"Convex_0",4777869318,5
"Convex_0",4663167185,5
"Convex_0",5203136529,5
"Convex_0",5267369917,5
"Convex_0",4819061034,5
"Convex_0",4736836887,5
"Convex_0",4682255965,5
"Convex_0",4720297446,5
"Convex_0",4973433988,5
"Convex_0",20292345209,10
"Convex_0",20185406426,10
"Convex_0",20202906415,10
"Convex_0",20773549048,10
"Convex_0",20990421090,10
"Convex_0",20306753921,10
"Convex_0",20397846409,10
"Convex_0",21412579517,10
"Convex_0",20462961871,10
"Convex_0",19913561297,10
"Convex_0",7381391499,15
"Convex_0",7788201699,15
"Convex_0",7458456616,15
"Convex_0",7663842426,15
"Convex_0",7843804710,15
"Convex_0",7687764532,15
"Convex_0",7661941215,15
"Convex_0",7857961641,15
"Convex_0",7533252957,15
"Convex_0",7530305467,15
"Convex_0",1072771314,20
"Convex_0",1257554542,20
"Convex_0",1377457484,20
"Convex_0",1145122702,20
"Convex_0",1031021588,20
"Convex_0",1105526296,20
"Convex_0",1170045331,20
"Convex_0",1105326954,20
"Convex_0",1090002794,20
"Convex_0",1165175884,20
"Convex_0",8316145128,25
"Convex_0",8128582018,25
"Convex_0",8102101430,25
"Convex_0",8185720069,25
"Convex_0",8318277579,25
"Convex_0",8404183280,25
"Convex_0",8452012691,25
"Convex_0",8717330620,25
"Convex_0",8985225440,25
"Convex_0",8296715064,25
"Convex_0",12756210239,30
"Convex_0",12738382045,30
"Convex_0",12733951872,30
"Convex_0",12751017835,30
"Convex_0",12766437771,30
"Convex_0",12782073941,30
"Convex_0",12768688220,30
"Convex_0",12709674706,30
"Convex_0",12711799572,30
"Convex_0",12741672459,30
"Convex_0",1091783178,35
"Convex_0",1087080355,35
"Convex_0",1120612943,35
"Convex_0",1145000276,35
"Convex_0",1145333073,35
"Convex_0",1097731089,35
"Convex_0",1138285624,35
"Convex_0",1169583425,35
"Convex_0",1092849055,35
"Convex_0",1133227618,35
"Convex_0",3262664954,40
"Convex_0",3377728502,40
"Convex_0",3403867027,40
"Convex_0",3374681300,40
"Convex_0",3335425727,40
"Convex_0",3404444594,40
"Convex_0",3370274005,40
"Convex_0",3380944296,40
"Convex_0",3378283847,40
"Convex_0",3406843750,40
"Convex_0",3434980779,45
"Convex_0",3407859320,45
"Convex_0",3435610703,45
"Convex_0",3442634249,45
"Convex_0",3467459339,45
"Convex_0",3498130168,45
"Convex_0",3530631688,45
"Convex_0",3695642789,45
"Convex_0",3487036101,45
"Convex_0",3447306896,45
"Convex_0",13792179420,50
"Convex_0",13658355748,50
"Convex_0",13605815724,50
"Convex_0",13449679893,50
"Convex_0",13439451664,50
"Convex_0",13711364566,50
"Convex_0",13399947631,50
"Convex_0",13454234624,50
"Convex_0",14072502693,50
"Convex_0",13289775178,50
"Convex_0.5",8472817772,5
"Convex_0.5",8577611517,5
"Convex_0.5",8610376831,5
"Convex_0.5",8586836886,5
"Convex_0.5",8707256182,5
"Convex_0.5",8612240609,5
"Convex_0.5",8502864376,5
"Convex_0.5",8525425405,5
"Convex_0.5",8545134105,5
"Convex_0.5",8571669592,5
"Convex_0.5",8876825950,10
"Convex_0.5",9120566276,10
"Convex_0.5",8990536498,10
"Convex_0.5",9066359766,10
"Convex_0.5",8888300415,10
"Convex_0.5",9161278989,10
"Convex_0.5",8930737465,10
"Convex_0.5",9345182070,10
"Convex_0.5",9129252659,10
"Convex_0.5",9028812704,10
"Convex_0.5",4954499040,15
"Convex_0.5",5017286235,15
"Convex_0.5",5050126497,15
"Convex_0.5",4977221937,15
"Convex_0.5",5058856996,15
"Convex_0.5",4989120014,15
"Convex_0.5",5013413088,15
"Convex_0.5",5073958403,15
"Convex_0.5",4969135507,15
"Convex_0.5",5122585346,15
"Convex_0.5",2293593587,20
"Convex_0.5",2435232146,20
"Convex_0.5",2365959325,20
"Convex_0.5",2376026219,20
"Convex_0.5",2415660509,20
"Convex_0.5",2344921651,20
"Convex_0.5",2399781701,20
"Convex_0.5",2376709853,20
"Convex_0.5",2367725646,20
"Convex_0.5",2442785658,20
"Convex_0.5",3414782334,25
"Convex_0.5",3385024739,25
"Convex_0.5",3381821819,25
"Convex_0.5",3380063657,25
"Convex_0.5",3387759193,25
"Convex_0.5",3413035365,25
"Convex_0.5",3446472054,25
"Convex_0.5",3373069508,25
"Convex_0.5",3362500159,25
"Convex_0.5",3394350968,25
"Convex_0.5",2825799663,30
"Convex_0.5",3298331059,30
"Convex_0.5",2945487888,30
"Convex_0.5",2806401087,30
"Convex_0.5",2913073575,30
"Convex_0.5",2797580962,30
"Convex_0.5",2803454786,30
"Convex_0.5",2880183703,30
"Convex_0.5",2785846188,30
"Convex_0.5",2858083637,30
"Convex_0.5",1872015802,35
"Convex_0.5",1856863883,35
"Convex_0.5",1921116869,35
"Convex_0.5",1909516042,35
"Convex_0.5",1898020380,35
"Convex_0.5",1948495316,35
"Convex_0.5",1875335408,35
"Convex_0.5",1970274352,35
"Convex_0.5",1864144417,35
"Convex_0.5",1949469968,35
"Convex_0.5",1525026242,40
"Convex_0.5",1578100332,40
"Convex_0.5",1628836561,40
"Convex_0.5",1628410284,40
"Convex_0.5",1653171168,40
"Convex_0.5",1779441410,40
"Convex_0.5",1570001151,40
"Convex_0.5",1609449342,40
"Convex_0.5",1655260733,40
"Convex_0.5",1661325781,40
"Convex_0.5",1396021628,45
"Convex_0.5",1427794455,45
"Convex_0.5",1434400006,45
"Convex_0.5",1501894493,45
"Convex_0.5",1577324366,45
"Convex_0.5",1521102296,45
"Convex_0.5",1453920803,45
"Convex_0.5",1457023560,45
"Convex_0.5",1351465165,45
"Convex_0.5",1452830162,45
"Convex_0.5",1041288603,50
"Convex_0.5",1061333995,50
"Convex_0.5",1070723118,50
"Convex_0.5",1108009092,50
"Convex_0.5",1113306989,50
"Convex_0.5",1156283394,50
"Convex_0.5",1014285675,50
"Convex_0.5",1052556674,50
"Convex_0.5",1098966132,50
"Convex_0.5",1092899690,50
"Convex_1",26175629713,5
"Convex_1",25654343782,5
"Convex_1",26452366675,5
"Convex_1",24880603918,5
"Convex_1",24862257361,5
"Convex_1",24817515537,5
"Convex_1",24886579381,5
"Convex_1",25311837695,5
"Convex_1",26313435264,5
"Convex_1",25835645331,5
"Convex_1",27466096144,10
"Convex_1",27408002670,10
"Convex_1",26818599831,10
"Convex_1",27103907228,10
"Convex_1",26480926291,10
"Convex_1",27052067074,10
"Convex_1",28350646093,10
"Convex_1",28254248984,10
"Convex_1",28096442526,10
"Convex_1",26528674686,10
"Convex_1",20283021358,15
"Convex_1",19326358231,15
"Convex_1",19102897489,15
"Convex_1",20396637565,15
"Convex_1",21306673155,15
"Convex_1",21244369104,15
"Convex_1",21089484675,15
"Convex_1",21517075889,15
"Convex_1",20252837117,15
"Convex_1",20707481935,15
"Convex_1",29549585928,20
"Convex_1",29982176108,20
"Convex_1",30119276254,20
"Convex_1",32451288522,20
"Convex_1",30778163597,20
"Convex_1",30519320962,20
"Convex_1",29947886250,20
"Convex_1",30921750189,20
"Convex_1",31627512873,20
"Convex_1",29746008195,20
"Convex_1",22837296430,25
"Convex_1",23029075775,25
"Convex_1",22957240208,25
"Convex_1",22963093573,25
"Convex_1",22953942209,25
"Convex_1",22938151756,25
"Convex_1",22991780248,25
"Convex_1",22949439589,25
"Convex_1",22973686374,25
"Convex_1",22991253439,25
"Convex_1",23180202062,30
"Convex_1",23345722465,30
"Convex_1",23416078711,30
"Convex_1",23369497832,30
"Convex_1",23272954271,30
"Convex_1",23301449968,30
"Convex_1",23299080537,30
"Convex_1",23269086782,30
"Convex_1",23220718467,30
"Convex_1",23244340904,30
"Convex_1",14059139440,35
"Convex_1",14189683891,35
"Convex_1",14147268038,35
"Convex_1",14213918827,35
"Convex_1",14142437705,35
"Convex_1",14182724510,35
"Convex_1",14237957496,35
"Convex_1",14111422189,35
"Convex_1",15440024770,35
"Convex_1",14885782547,35
"Convex_1",13965697324,40
"Convex_1",14263228830,40
"Convex_1",14032660697,40
"Convex_1",14067444277,40
"Convex_1",13945312124,40
"Convex_1",14036872094,40
"Convex_1",14115073321,40
"Convex_1",13920256081,40
"Convex_1",14191417576,40
"Convex_1",13936408974,40
"Convex_1",14939050895,45
"Convex_1",15195724876,45
"Convex_1",15279080418,45
"Convex_1",15381208425,45
"Convex_1",15654908681,45
"Convex_1",15118285019,45
"Convex_1",15199550709,45
"Convex_1",14964217679,45
"Convex_1",15251696887,45
"Convex_1",15179783010,45
"Convex_1",18268345113,50
"Convex_1",19561937097,50
"Convex_1",19433899468,50
"Convex_1",19239838309,50
"Convex_1",18829412032,50
"Convex_1",19650090500,50
"Convex_1",19532907662,50
"Convex_1",19113985037,50
"Convex_1",19900317149,50
"Convex_1",19332831598,50
"Skewed_0",15863106763,5
"Skewed_0",15410204240,5
"Skewed_0",15386029656,5
"Skewed_0",15398967165,5
"Skewed_0",15425626841,5
"Skewed_0",16439608706,5
"Skewed_0",15826543783,5
"Skewed_0",15645869575,5
"Skewed_0",15527947917,5
"Skewed_0",16484921537,5
"Skewed_0",14050559657,10
"Skewed_0",14662986415,10
"Skewed_0",14936102544,10
"Skewed_0",14187302078,10
"Skewed_0",14322764069,10
"Skewed_0",14052463820,10
"Skewed_0",13974602401,10
"Skewed_0",14112165396,10
"Skewed_0",13887204792,10
"Skewed_0",13994722208,10
"Skewed_0",14398089105,15
"Skewed_0",14989983637,15
"Skewed_0",14206921972,15
"Skewed_0",14670245014,15
"Skewed_0",14511561033,15
"Skewed_0",14519643609,15
"Skewed_0",14266693330,15
"Skewed_0",14588956979,15
"Skewed_0",14123761057,15
"Skewed_0",14351935364,15
"Skewed_0",11310041511,20
"Skewed_0",11088047954,20
"Skewed_0",10663893852,20
"Skewed_0",10668161378,20
"Skewed_0",10654395218,20
"Skewed_0",10634238101,20
"Skewed_0",10637822977,20
"Skewed_0",10569856580,20
"Skewed_0",13469324059,20
"Skewed_0",11497181829,20
"Skewed_0",15749188222,25
"Skewed_0",16683540830,25
"Skewed_0",17097949765,25
"Skewed_0",16091378445,25
"Skewed_0",15683698717,25
"Skewed_0",15678880438,25
"Skewed_0",15032402934,25
"Skewed_0",15057558484,25
"Skewed_0",15067693807,25
"Skewed_0",15079277414,25
"Skewed_0",17223181313,30
"Skewed_0",17197721584,30
"Skewed_0",17193417568,30
"Skewed_0",17249874732,30
"Skewed_0",17170547358,30
"Skewed_0",17190133755,30
"Skewed_0",17204334679,30
"Skewed_0",17190856585,30
"Skewed_0",17182013459,30
"Skewed_0",17201407074,30
"Skewed_0",8210994437,35
"Skewed_0",8284046720,35
"Skewed_0",8318701806,35
"Skewed_0",8302496925,35
"Skewed_0",8456272099,35
"Skewed_0",8886030819,35
"Skewed_0",8642987329,35
"Skewed_0",8633735925,35
"Skewed_0",8805382958,35
"Skewed_0",8526120519,35
"Skewed_0",9618793889,40
"Skewed_0",9698132620,40
"Skewed_0",10177709333,40
"Skewed_0",10597810380,40
"Skewed_0",10268258694,40
"Skewed_0",10148760627,40
"Skewed_0",10191648636,40
"Skewed_0",10097007844,40
"Skewed_0",10265962325,40
"Skewed_0",10104871029,40
"Skewed_0",12431254407,45
"Skewed_0",12403163831,45
"Skewed_0",12317769728,45
"Skewed_0",12596478626,45
"Skewed_0",12384854748,45
"Skewed_0",13322576244,45
"Skewed_0",12790999108,45
"Skewed_0",11917652573,45
"Skewed_0",11924979806,45
"Skewed_0",11898062363,45
"Skewed_0",16780960971,50
"Skewed_0",16790178878,50
"Skewed_0",16763147906,50
"Skewed_0",17146880108,50
"Skewed_0",16896174251,50
"Skewed_0",17102618476,50
"Skewed_0",17117894912,50
"Skewed_0",17096263804,50
"Skewed_0",17125484996,50
"Skewed_0",16841538389,50
"Skewed_0.5",5026709183,5
"Skewed_0.5",5145480566,5
"Skewed_0.5",5048074611,5
"Skewed_0.5",5126935815,5
"Skewed_0.5",5098591449,5
"Skewed_0.5",5076118693,5
"Skewed_0.5",5141613036,5
"Skewed_0.5",5030684174,5
"Skewed_0.5",5114804858,5
"Skewed_0.5",5092586712,5
"Skewed_0.5",2709937271,10
"Skewed_0.5",2714679618,10
"Skewed_0.5",2741909276,10
"Skewed_0.5",2790509118,10
"Skewed_0.5",2714665596,10
"Skewed_0.5",2723609705,10
"Skewed_0.5",2776679408,10
"Skewed_0.5",2784159694,10
"Skewed_0.5",2719673295,10
"Skewed_0.5",2743495812,10
"Skewed_0.5",2008777985,15
"Skewed_0.5",2018538732,15
"Skewed_0.5",2100268952,15
"Skewed_0.5",2029628289,15
"Skewed_0.5",2083235092,15
"Skewed_0.5",2078902048,15
"Skewed_0.5",2052735725,15
"Skewed_0.5",2104022461,15
"Skewed_0.5",2025827097,15
"Skewed_0.5",2128206721,15
"Skewed_0.5",1281653768,20
"Skewed_0.5",1339769013,20
"Skewed_0.5",1353833448,20
"Skewed_0.5",1299452934,20
"Skewed_0.5",1355219289,20
"Skewed_0.5",1345013200,20
"Skewed_0.5",1321624750,20
"Skewed_0.5",1369196353,20
"Skewed_0.5",1308429433,20
"Skewed_0.5",1337389250,20
"Skewed_0.5",906312790,25
"Skewed_0.5",917220061,25
"Skewed_0.5",919639143,25
"Skewed_0.5",957209411,25
"Skewed_0.5",985762344,25
"Skewed_0.5",949505880,25
"Skewed_0.5",913556260,25
"Skewed_0.5",948834915,25
"Skewed_0.5",977574521,25
"Skewed_0.5",944017948,25
"Skewed_0.5",1651533341,30
"Skewed_0.5",1732827813,30
"Skewed_0.5",1711153163,30
"Skewed_0.5",1871759634,30
"Skewed_0.5",1726020829,30
"Skewed_0.5",1652318409,30
"Skewed_0.5",1747830861,30
"Skewed_0.5",1679547247,30
"Skewed_0.5",1688494185,30
"Skewed_0.5",1737121825,30
"Skewed_0.5",745591109,35
"Skewed_0.5",777630477,35
"Skewed_0.5",791091064,35
"Skewed_0.5",809751435,35
"Skewed_0.5",788458044,35
"Skewed_0.5",756293667,35
"Skewed_0.5",787956573,35
"Skewed_0.5",789331672,35
"Skewed_0.5",819396234,35
"Skewed_0.5",777455940,35
"Skewed_0.5",907192486,40
"Skewed_0.5",932958977,40
"Skewed_0.5",954928376,40
"Skewed_0.5",963475892,40
"Skewed_0.5",925162909,40
"Skewed_0.5",941710837,40
"Skewed_0.5",961562094,40
"Skewed_0.5",984268427,40
"Skewed_0.5",901024733,40
"Skewed_0.5",934490163,40
"Skewed_0.5",656656410,45
"Skewed_0.5",690668329,45
"Skewed_0.5",695333309,45
"Skewed_0.5",651988888,45
"Skewed_0.5",674411747,45
"Skewed_0.5",695152458,45
"Skewed_0.5",693795194,45
"Skewed_0.5",714527746,45
"Skewed_0.5",716802221,45
"Skewed_0.5",652202867,45
"Skewed_0.5",670626340,50
"Skewed_0.5",692381637,50
"Skewed_0.5",715852948,50
"Skewed_0.5",709138542,50
"Skewed_0.5",738762887,50
"Skewed_0.5",674000271,50
"Skewed_0.5",698053987,50
"Skewed_0.5",705158057,50
"Skewed_0.5",724054793,50
"Skewed_0.5",721349326,50
"Skewed_1",13989577487,5
"Skewed_1",15853367541,5
"Skewed_1",14242839571,5
"Skewed_1",14093862914,5
"Skewed_1",14119206982,5
"Skewed_1",14252343166,5
"Skewed_1",14078370654,5
"Skewed_1",14023039104,5
"Skewed_1",14097953320,5
"Skewed_1",14113999244,5
"Skewed_1",15167651520,10
"Skewed_1",15178919345,10
"Skewed_1",15196336063,10
"Skewed_1",15233305312,10
"Skewed_1",15240080767,10
"Skewed_1",15192440858,10
"Skewed_1",15208286456,10
"Skewed_1",15310850867,10
"Skewed_1",15225644093,10
"Skewed_1",15229403465,10
"Skewed_1",13556664186,15
"Skewed_1",13608597205,15
"Skewed_1",13672108091,15
"Skewed_1",13589815310,15
"Skewed_1",13651944906,15
"Skewed_1",13636822794,15
"Skewed_1",13587679169,15
"Skewed_1",13702310085,15
"Skewed_1",13572506381,15
"Skewed_1",13612052439,15
"Skewed_1",11905691151,20
"Skewed_1",12015899725,20
"Skewed_1",11995624979,20
"Skewed_1",11971381925,20
"Skewed_1",12008052858,20
"Skewed_1",11995009405,20
"Skewed_1",12015421173,20
"Skewed_1",12005481830,20
"Skewed_1",12011133434,20
"Skewed_1",11991347162,20
"Skewed_1",14979157587,25
"Skewed_1",15054519318,25
"Skewed_1",15061253773,25
"Skewed_1",15097382686,25
"Skewed_1",15092495199,25
"Skewed_1",15072812370,25
"Skewed_1",15039002499,25
"Skewed_1",15048372967,25
"Skewed_1",15077730730,25
"Skewed_1",14985710986,25
"Skewed_1",15960925219,30
"Skewed_1",15949499544,30
"Skewed_1",15987972017,30
"Skewed_1",15995730693,30
"Skewed_1",15991237257,30
"Skewed_1",16061470011,30
"Skewed_1",16058685783,30
"Skewed_1",15992942242,30
"Skewed_1",16085065552,30
"Skewed_1",15976674713,30
"Skewed_1",9248872660,35
"Skewed_1",9270836565,35
"Skewed_1",9277507757,35
"Skewed_1",9321878572,35
"Skewed_1",9294707380,35
"Skewed_1",9294050068,35
"Skewed_1",9309619859,35
"Skewed_1",9325706865,35
"Skewed_1",9245051829,35
"Skewed_1",9305674224,35
"Skewed_1",12677749277,40
"Skewed_1",12747739721,40
"Skewed_1",12725444249,40
"Skewed_1",12743207827,40
"Skewed_1",12765825354,40
"Skewed_1",12751756737,40
"Skewed_1",12733107764,40
"Skewed_1",12698179823,40
"Skewed_1",12724732407,40
"Skewed_1",12738306359,40
"Skewed_1",14335729253,45
"Skewed_1",14401649709,45
"Skewed_1",14417974269,45
"Skewed_1",14433396788,45
"Skewed_1",14380465542,45
"Skewed_1",14427095170,45
"Skewed_1",14393248071,45
"Skewed_1",14492464258,45
"Skewed_1",14467326830,45
"Skewed_1",14417688745,45
"Skewed_1",14960867651,50
"Skewed_1",15079750636,50
"Skewed_1",15163151811,50
"Skewed_1",15061069970,50
"Skewed_1",15042804429,50
